count,name,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,year
10413,2020-Alex Len,C,26,TOT,55,970,17.7,0.6,0.185,0.329,11.1,25.2,18,7.9,1.1,4.3,13.1,18.1,1.5,1,2.5,0.122,-0.5,-0.3,-0.7,0.3,2020
10414,2020-Alex Len,C,26,ATL,40,745,17.5,0.59,0.215,0.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,1.1,0.6,1.8,0.113,-0.2,-0.2,-0.4,0.3,2020
10415,2020-Alex Len,C,26,SAC,15,225,18.2,0.64,0.051,0.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,0.4,0.3,0.7,0.15,-1.3,-0.3,-1.6,0,2020
10416,2020-Kawhi Leonard,SF,28,LAC,57,1848,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1,2020
10417,2020-Meyers Leonard,C,27,MIA,51,1034,10.6,0.627,0.547,0.12,3.4,24,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,0.096,-1.3,0.4,-0.9,0.3,2020
10418,2020-Caris LeVert,SG,25,BRK,45,1330,16.1,0.514,0.301,0.269,3.9,10.7,7.4,25,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5,2020
10419,2020-Damian Lillard,PG,29,POR,66,2474,26.9,0.627,0.5,0.384,1.4,10.5,6,34.4,1.3,0.8,11,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,2020
10420,2020-Nassir Little,PF,19,POR,48,573,9.6,0.505,0.391,0.291,5.7,13.9,9.9,5,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.047,-2.9,-0.6,-3.5,-0.2,2020
10421,2020-Kevon Looney,C,23,GSW,20,262,9.4,0.403,0.177,0.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0,0.006,-4.8,-0.8,-5.6,-0.2,2020
10422,2020-Brook Lopez,C,31,MIL,68,1817,15,0.551,0.484,0.227,3.4,13,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2,1.9,2020
10423,2020-Robin Lopez,C,31,MIL,66,958,10.2,0.554,0.351,0.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,0.077,-3,0.4,-2.6,-0.2,2020
10424,2020-Kevin Love,PF,31,CLE,56,1780,17.9,0.599,0.536,0.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.3,3.8,0.101,2.6,-0.5,2,1.8,2020
10425,2020-Kyle Lowry,PG,33,TOR,58,2098,17.7,0.59,0.58,0.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,0.171,2.2,1,3.2,2.8,2020
10426,2020-Timothé Luwawu-Cabarrot,SF,24,BRK,47,853,11,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1,2020
10427,2020-Trey Lyles,PF,24,SAS,63,1271,12.6,0.557,0.49,0.131,6,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1,2.2,0.083,-0.5,-0.7,-1.2,0.3,2020
10428,2020-Daryl Macon,PG,24,MIA,4,14,-3.1,0.5,0.667,0,0,0,0,9.7,0,0,40,15.7,0,0,0,-0.161,-7.3,-4.8,-12,0,2020
10429,2020-J.P. Macura,SG,24,CLE,1,1,0,,,,0,0,0,0,0,0,,0,0,0,0,-0.022,-5.2,-1.2,-6.4,0,2020
10430,2020-Josh Magette,PG,30,ORL,8,38,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0,2020
10431,2020-Ian Mahinmi,C,33,WAS,38,808,14.2,0.545,0.124,0.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.083,-2.8,0,-2.7,-0.2,2020
10432,2020-Thon Maker,C,22,DET,60,776,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,2020
10433,2020-Terance Mann,SF,23,LAC,41,362,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.7,1.2,-1.5,0,2020
10434,2020-Boban Marjanović,C,31,DAL,44,422,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,2020
10435,2020-Lauri Markkanen,PF,22,CHI,50,1492,14.3,0.56,0.536,0.259,4.2,19.7,11.6,7.6,1.4,1.5,11,21.1,1,1.6,2.6,0.084,0.2,-0.8,-0.6,0.5,2020
10436,2020-Caleb Martin,SF,24,CHO,18,317,12,0.595,0.44,0.25,3.3,10,6.5,11.1,1.9,2,13.9,15,0.3,0.2,0.5,0.081,-1.6,0.6,-1,0.1,2020
10437,2020-Cody Martin,SF,24,CHO,48,903,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1,0.052,-3.1,1,-2.1,0,2020
10438,2020-Jeremiah Martin,PG,23,BRK,9,99,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1,2020
10439,2020-Kelan Martin,SF,24,MIN,31,495,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1,-4.3,-0.3,2020
10440,2020-Frank Mason III,PG,25,MIL,9,118,16.9,0.53,0.412,0.333,4.5,11.1,8,35,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0,0.1,2020
10441,2020-Garrison Mathews,SG,23,WAS,18,227,13.1,0.691,0.821,0.607,2.8,9,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,2020
10442,2020-Wesley Matthews,SG,33,MIL,67,1635,8.1,0.547,0.704,0.161,1.4,8.2,5,7.1,1.1,0.5,8.7,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,2020
10443,2020-Luc Mbah a Moute,PF,33,HOU,3,25,6.4,0.425,0.4,0.4,4.2,4.2,4.2,0,3.7,0,14.5,11.4,0,0,0,-0.008,-5.2,-2.2,-7.4,0,2020
10444,2020-Patrick McCaw,SF,24,TOR,37,908,7.3,0.5,0.438,0.111,2.3,7.6,5,11.5,2,0.4,14.6,9.4,0.2,1.2,1.4,0.075,-3.6,1.8,-1.8,0,2020
10445,2020-CJ McCollum,SG,28,POR,70,2556,17,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,2020
10446,2020-T.J. McConnell,PG,27,IND,71,1326,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2,0.7,18.9,17.5,1.7,1.7,3.3,0.121,0.1,0.4,0.5,0.8,2020
10447,2020-Jalen McDaniels,SF,22,CHO,16,293,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.4,0.1,-3.3,-0.1,2020
10448,2020-Doug McDermott,PF,28,IND,69,1372,14.4,0.62,0.537,0.106,2.1,11.7,7,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0,0.7,2020
10449,2020-JaVale McGee,C,32,LAL,68,1130,19.4,0.652,0.02,0.268,12.2,25.4,18.9,4.6,1.5,7.5,13.9,14.8,2.2,2.4,4.7,0.198,-0.6,2.1,1.5,1,2020
10450,2020-Rodney McGruder,SG,28,LAC,56,871,6.7,0.477,0.492,0.188,3.6,14.2,9,5.3,1.4,0.8,10.9,10.6,-0.1,1.1,1,0.055,-3.7,0.8,-3,-0.2,2020
10451,2020-Alfonzo McKinnie,SF,27,CLE,40,593,8.7,0.493,0.38,0.181,6.9,14.4,10.6,3.3,1.9,1.2,12.3,15.2,-0.2,0.3,0.2,0.014,-4.4,-0.9,-5.3,-0.5,2020
10452,2020-Jordan McLaughlin,PG,23,MIN,30,590,16.3,0.587,0.427,0.219,1.2,7.8,4.4,31,2.7,0.6,13.7,15.8,1.1,0.4,1.6,0.13,0.3,0,0.3,0.3,2020
10453,2020-Ben McLemore,SF,26,HOU,71,1619,11.8,0.622,0.829,0.123,1.3,8.9,5.1,5.2,1.3,0.8,8,16,2.2,1.1,3.3,0.099,0.1,-0.6,-0.5,0.6,2020
10454,2020-Jordan McRae,SG,28,TOT,37,784,14.2,0.515,0.344,0.298,2.4,15.4,8.7,17.9,1.3,1.8,9.4,24.4,0.4,0.4,0.7,0.044,0,-1.5,-1.5,0.1,2020
10455,2020-Jordan McRae,SG,28,WAS,29,654,15.2,0.523,0.334,0.262,2.7,15.1,8.7,19.1,1.4,2,9.7,24.9,0.4,0.3,0.7,0.051,0.8,-1.2,-0.4,0.3,2020
10456,2020-Jordan McRae,SG,28,DEN,4,32,16.7,0.58,0.667,0.667,3.5,14,8.8,15.6,3.1,2.9,0,10.5,0.1,0,0.1,0.201,1.1,1.4,2.5,0,2020
10457,2020-Jordan McRae,SG,28,DET,4,98,6.5,0.446,0.372,0.512,0,17.6,8.7,10.7,0,0,8.7,25.7,-0.1,0,-0.1,-0.053,-5.6,-4.2,-9.8,-0.2,2020
10458,2020-Nicolò Melli,C,29,NOP,60,1042,11.4,0.556,0.638,0.226,3.9,14.5,9.2,10.5,1.5,1.8,11.5,15.7,0.9,0.9,1.8,0.082,-1.5,0.2,-1.3,0.2,2020
10459,2020-De'Anthony Melton,PG,21,MEM,60,1167,13.5,0.501,0.349,0.302,4,15.7,9.9,20.1,3.1,1.5,15.6,19.2,0.1,1.7,1.7,0.072,-2.2,2,-0.2,0.5,2020
10460,2020-Chimezie Metu,C,22,SAS,18,105,22.2,0.608,0.048,0.31,12.3,21.6,16.9,14.9,1.4,5,17.3,23.7,0.2,0.1,0.3,0.13,1.7,-0.1,1.7,0.1,2020
10461,2020-Khris Middleton,SF,28,MIL,62,1853,21.1,0.619,0.374,0.24,2.5,17,10.2,22.2,1.3,0.3,11.6,26.4,4.6,3.3,7.9,0.205,3.4,0.7,4.1,2.9,2020
10462,2020-Eric Mika,C,25,SAC,1,19,13.9,0.773,0,0.667,11.6,30.4,20.7,0,0,0,0,8.9,0.1,0,0.1,0.218,-1.9,-1.5,-3.4,0,2020
10463,2020-C.J. Miles,SF,32,WAS,10,161,11.1,0.472,0.593,0.339,2.6,5.7,4.1,10,2.9,2.2,5.6,18.6,0,0.1,0.1,0.035,-1.7,0,-1.7,0,2020
10464,2020-Malcolm Miller,SF,26,TOR,28,162,6.7,0.538,0.759,0.276,1.3,8.9,5.2,8.9,1.5,1.2,11,9.6,0.1,0.2,0.3,0.082,-3.5,1.2,-2.3,0,2020
10465,2020-Patty Mills,PG,31,SAS,66,1485,14.8,0.592,0.674,0.187,1.6,6.2,3.9,11.4,1.7,0.4,7.7,20.4,2.3,0.5,2.8,0.091,1.2,-1.2,0,0.8,2020
10466,2020-Paul Millsap,PF,34,DEN,51,1240,16.9,0.591,0.283,0.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20,2.1,1.4,3.5,0.136,0.3,-0.2,0.1,0.7,2020
10467,2020-Shake Milton,SG,23,PHI,40,805,14.4,0.617,0.487,0.235,2.1,10,6,18.8,1.2,0.7,13.3,18.9,1.4,0.7,2.1,0.126,0,-1,-1,0.2,2020
10468,2020-Donovan Mitchell,SG,23,UTA,69,2364,18.8,0.558,0.352,0.24,2.6,11.3,7.1,21.6,1.4,0.5,11,30.8,3.2,2.2,5.4,0.11,2.4,-0.6,1.9,2.3,2020
10469,2020-Naz Mitrou-Long,SG,26,IND,5,47,7.8,0.412,0.706,0,0,16.2,8.2,22.8,1,1.9,15,18.7,-0.1,0.1,0,-0.022,-3.5,2.1,-1.4,0,2020
10470,2020-Adam Mokoka,SF,21,CHI,11,112,8.2,0.538,0.536,0.143,6.6,3.1,4.9,5,1.7,0,6.3,12.1,0.1,0.1,0.2,0.073,-2.9,-1.2,-4.1,-0.1,2020
10471,2020-Malik Monk,SG,21,CHO,55,1169,12.6,0.53,0.418,0.205,2.4,12.6,7.3,16.6,1.1,1.3,12.6,22.9,0.1,0.6,0.7,0.028,-1.1,-1.3,-2.3,-0.1,2020
10472,2020-Matt Mooney,SG,22,CLE,4,19,8.1,0.25,0.5,0,0,17.7,8.8,6.7,5.1,4.5,0,9,0,0,0,0.007,-5.3,5,-0.4,0,2020
10473,2020-E'Twaun Moore,SG,30,NOP,56,1020,11.3,0.51,0.382,0.103,3.2,10.4,6.8,11,1.5,0.9,8.1,19.9,0.3,0.7,0.9,0.043,-1.9,-0.8,-2.7,-0.2,2020
10474,2020-Ja Morant,PG,20,MEM,67,2074,17.4,0.556,0.191,0.329,2.6,10.4,6.6,35.2,1.3,0.8,17,25.9,2.3,1.5,3.8,0.088,1.4,-1.2,0.3,1.2,2020
10475,2020-Juwan Morgan,PF,22,UTA,21,134,10.1,0.648,0.308,0.154,8.5,15.1,11.9,6.2,0.4,1.2,17.8,11,0.2,0.1,0.3,0.106,-2.9,-0.3,-3.2,0,2020
10476,2020-Marcus Morris,SF-PF,30,TOT,62,1936,14.3,0.57,0.43,0.272,3.2,14,8.5,6.8,1.2,1.4,9.7,21.9,2.1,1.5,3.6,0.088,0.6,-0.7,-0.1,0.9,2020
10477,2020-Marcus Morris,SF,30,NYK,43,1387,16.5,0.582,0.415,0.311,3.6,14.7,9,6.8,1.2,1.2,9.2,24.4,2.1,0.8,2.9,0.101,1.8,-1.1,0.7,0.9,2020
10478,2020-Marcus Morris,PF,30,LAC,19,549,8.9,0.523,0.483,0.126,2.1,12.3,7.4,6.8,1.1,2.1,11.6,15.8,0,0.7,0.6,0.055,-2.5,0.3,-2.2,0,2020
10479,2020-Markieff Morris,PF,30,TOT,58,1187,12.5,0.565,0.498,0.186,3.8,17.1,10.3,10.1,1.3,1.2,13.3,20.9,0.5,1,1.4,0.058,-1.1,-0.9,-2,0,2020
10480,2020-Markieff Morris,PF,30,DET,44,988,12.7,0.573,0.486,0.203,2.7,17.3,9.9,11,1.3,0.9,14.2,21.8,0.3,0.7,1,0.049,-1.1,-1,-2.1,0,2020
10481,2020-Markieff Morris,PF,30,LAL,14,199,11.5,0.516,0.565,0.087,8.9,15.8,12.4,5.4,1.2,2.7,7.7,16.5,0.2,0.3,0.4,0.106,-1.3,-0.1,-1.4,0,2020
10482,2020-Monte Morris,PG,24,DEN,73,1636,14.9,0.545,0.304,0.157,1.6,7.7,4.7,22.1,1.7,1,8.1,17.5,2.7,1.1,3.8,0.112,0.4,-0.5,-0.2,0.7,2020
10483,2020-Johnathan Motley,PF,24,LAC,13,41,28.5,0.774,0.067,0.467,7.8,17.3,12.7,32.9,3.5,0,21.7,23.5,0.2,0.1,0.3,0.299,4.8,3.3,8.1,0.1,2020
10484,2020-Emmanuel Mudiay,PG,23,UTA,54,850,13,0.543,0.266,0.254,2.4,13.5,8.2,20.9,1.4,1,17.3,22.6,0.1,0.9,1,0.057,-1.8,-0.1,-1.9,0,2020
10485,2020-Mychal Mulder,SF,25,GSW,7,204,7.8,0.533,0.776,0.179,1.5,11,6.1,5.8,0.5,0.4,6.5,16.2,0,0,0.1,0.017,-3.2,-2.9,-6,-0.2,2020
10486,2020-Dejounte Murray,PG,23,SAS,66,1687,16.2,0.524,0.174,0.179,4.4,20.1,12.2,23.1,3.1,0.9,15.4,20.8,0.7,2,2.6,0.074,-0.9,1.3,0.4,1,2020
10487,2020-Jamal Murray,PG,22,DEN,59,1904,17.7,0.559,0.362,0.207,2.7,11.2,6.9,22.9,1.7,0.8,11.5,25.2,2.8,1.5,4.3,0.107,2,-0.8,1.2,1.5,2020
10488,2020-Džanan Musa,SF,20,BRK,40,487,9.4,0.484,0.453,0.349,4.6,13.5,9.1,12.6,1.5,0.2,15.4,20.1,-0.3,0.5,0.2,0.016,-3.5,-0.9,-4.4,-0.3,2020
10489,2020-Mike Muscala,C,28,OKC,47,572,12.5,0.569,0.757,0.116,3.2,17.3,10.4,10.1,0.8,1.8,7.9,16.6,0.7,0.6,1.3,0.107,0.1,-0.2,-0.1,0.3,2020
10490,2020-Svi Mykhailiuk,SF,22,DET,56,1265,11.2,0.578,0.704,0.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,1,0.6,1.6,0.06,-0.7,-1.2,-1.9,0,2020
10491,2020-Abdel Nader,SF,26,OKC,55,867,11.3,0.591,0.487,0.251,1.8,10.6,6.4,6.4,1.3,2,12.8,17,0.5,0.9,1.3,0.074,-1.2,0.2,-1,0.2,2020
10492,2020-Larry Nance Jr.,PF,27,CLE,56,1472,17.3,0.608,0.369,0.172,7.9,23.1,15.4,12.3,1.9,1.3,11.5,15.2,2.8,1.1,3.9,0.128,1.4,0.4,1.7,1.4,2020
10493,2020-Shabazz Napier,PG,28,TOT,56,1344,13.8,0.552,0.526,0.336,2,10.9,6.3,27.8,2.4,0.7,19.7,20,0.8,0.9,1.7,0.059,-0.7,-0.4,-1.1,0.3,2020
10494,2020-Shabazz Napier,PG,28,MIN,36,856,13.9,0.539,0.562,0.311,2,11.9,6.8,31.3,2.2,0.7,19.1,19.1,0.6,0.6,1.3,0.071,-0.6,-0.2,-0.8,0.3,2020
10495,2020-Shabazz Napier,PG,28,WAS,20,488,13.6,0.573,0.468,0.376,1.9,9.1,5.4,21.7,2.8,0.7,20.5,21.6,0.1,0.3,0.4,0.039,-0.9,-0.7,-1.6,0,2020
10496,2020-Raul Neto,PG,27,PHI,54,668,12.7,0.567,0.396,0.212,1.8,8.3,5,20.3,1.7,0.8,16.2,18.7,0.5,0.6,1.2,0.083,-1.2,-0.6,-1.8,0,2020
10497,2020-Malik Newman,SG,22,CLE,1,4,-11.4,0.347,0.5,1,0,0,0,0,0,0,25.8,41.5,0,0,0,-0.502,-14.5,-11.2,-25.7,0,2020
10498,2020-Georges Niang,PF,26,UTA,66,923,11.7,0.589,0.699,0.075,1.9,12.9,7.6,7,0.9,0.4,8.3,17.2,1,0.8,1.8,0.092,0.4,-0.5,-0.1,0.4,2020
10499,2020-Joakim Noah,C,34,LAC,5,50,11.1,0.608,0,1,10.7,22.3,16.6,17.9,0.9,1.8,34.2,14.7,0,0.1,0.1,0.096,-4.1,2.5,-1.6,0,2020
10500,2020-Nerlens Noel,C,25,OKC,61,1127,20.4,0.711,0.011,0.394,9.2,19.9,14.7,7.6,2.5,6.9,17.3,14.9,2.6,2.3,4.9,0.209,-0.3,3.4,3.1,1.5,2020
10501,2020-Zach Norvell,SG,22,TOT,5,41,2.6,0.402,0.667,0.083,0,16.3,7.9,10.2,2.3,0,19.4,16.1,-0.1,0,-0.1,-0.084,-7.1,-1.2,-8.4,-0.1,2020
10502,2020-Zach Norvell,SG,22,LAL,2,5,-5.6,0,0,0,0,21.6,10.9,0,0,0,0,8.4,0,0,0,-0.152,-10.3,-2.5,-12.8,0,2020
10503,2020-Zach Norvell,SG,22,GSW,3,36,3.7,0.437,0.727,0.091,0,15.6,7.5,11.7,2.7,0,20.8,17.1,-0.1,0,-0.1,-0.075,-6.7,-1,-7.7,-0.1,2020
10504,2020-Jaylen Nowell,SG,20,MIN,15,151,10.5,0.471,0.491,0.321,2,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0,0.2,0.051,-2.9,-0.8,-3.8,-0.1,2020
10505,2020-Frank Ntilikina,PG,21,NYK,57,1187,9.8,0.497,0.411,0.177,2,9.1,5.4,20.2,2.2,1.3,16.5,15.4,0.1,0.8,0.9,0.037,-3.6,0.4,-3.2,-0.4,2020
10506,2020-Kendrick Nunn,PG,24,MIA,67,1962,12.9,0.534,0.428,0.109,1.2,8.7,5.1,18.5,1.4,0.8,10.6,24.1,0.4,1.6,2,0.049,-1,-1.3,-2.3,-0.1,2020
10507,2020-Jusuf Nurkić,C,25,POR,8,253,22.6,0.567,0.092,0.321,9.6,24.1,16.9,19.1,2.1,5.4,13.2,24,0.5,0.3,0.9,0.164,1,1,2,0.2,2020
10508,2020-David Nwaba,SF,27,BRK,20,268,14,0.627,0.394,0.38,3.2,14,8.7,4.3,1.9,3.7,8.8,14.2,0.4,0.4,0.8,0.138,-1,2,1.1,0.2,2020
10509,2020-Royce O'Neale,SF,26,UTA,71,2049,9.5,0.578,0.668,0.151,1.5,18.8,10.4,11.6,1.4,1.3,13.5,9.6,1.8,2.5,4.3,0.101,-1.3,2.2,0.9,1.5,2020
10510,2020-Kyle O'Quinn,C,29,PHI,29,313,18.6,0.544,0.318,0.235,12,29,20.5,22.7,1.1,6.5,17.6,15.7,0.5,0.6,1.1,0.165,0.3,2.7,3,0.4,2020
10511,2020-Semi Ojeleye,PF,25,BOS,69,1011,7.7,0.562,0.648,0.163,2.8,12.5,7.7,4.7,1,0.5,8.3,9.7,0.8,1,1.9,0.088,-2.1,0.4,-1.7,0.1,2020
10512,2020-Jahlil Okafor,C,24,NOP,30,467,18.3,0.642,0.019,0.383,10.9,18,14.4,12,0.7,3.9,16.7,19.9,0.9,0.4,1.3,0.133,-0.5,0.3,-0.2,0.2,2020
10513,2020-Elie Okobo,PG,22,PHO,55,719,10.6,0.516,0.392,0.392,2.4,11.6,6.9,21.2,1.6,0.5,15.2,14.8,0.5,0.5,1,0.067,-1.9,0,-1.9,0,2020
10514,2020-Josh Okogie,SG,21,MIN,62,1547,11.5,0.553,0.387,0.48,5.7,12.8,9.1,8.9,2,1.4,15.3,15.1,0.9,1.2,2.2,0.068,-2.4,0,-2.4,-0.2,2020
10515,2020-KZ Okpala,PF,20,MIA,5,26,13.7,0.595,0.2,0.4,4.5,16.6,10.8,5.5,3.8,3.8,14.5,11.7,0,0,0.1,0.118,-1.3,3.7,2.4,0,2020
10516,2020-Victor Oladipo,SG,27,IND,19,528,11.3,0.506,0.423,0.24,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,-0.6,0.6,0,0.002,-2.2,-1.1,-3.3,-0.2,2020
10517,2020-Kelly Olynyk,C,28,MIA,67,1300,14.6,0.621,0.588,0.251,3.9,21.6,13.1,13.3,1.7,1.8,13.8,17.4,1.9,1.8,3.7,0.135,0,1,1,1,2020
10518,2020-Miye Oni,SF,22,UTA,10,109,9.7,0.512,0.594,0.156,5.2,11.7,8.6,5.1,1.8,1.5,10.5,15.3,0,0.1,0.1,0.063,-3.1,-1.1,-4.3,-0.1,2020
10519,2020-Cedi Osman,SF,24,CLE,65,1910,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1,0.6,1.6,0.04,-1.7,-0.9,-2.6,-0.3,2020
10520,2020-Kelly Oubre Jr.,SF,24,PHO,56,1933,14.9,0.56,0.372,0.298,3.8,17.1,10.4,6.6,1.7,1.8,8.2,22.4,1.7,2.1,3.8,0.093,-0.3,-0.3,-0.5,0.7,2020
10521,2020-Tariq Owens,PF,24,PHO,3,15,8.4,0.34,0.4,0.4,14.6,7.5,11.1,0,3.2,0,0,16.7,0,0,0,0.021,-3.1,-2.7,-5.8,0,2020
10522,2020-Jeremy Pargo,PG,33,GSW,3,44,12.6,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0,15.1,25.7,0,0,0,0.011,-2.8,-3.1,-5.9,0,2020
10523,2020-Jabari Parker,PF,24,TOT,38,917,18,0.571,0.277,0.189,7.1,18.3,12.6,12.4,2.3,1.5,12.1,24,0.8,0.8,1.6,0.083,0.6,-0.3,0.3,0.5,2020
10524,2020-Jabari Parker,PF,24,ATL,32,837,17.2,0.565,0.293,0.183,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24,0.5,0.7,1.2,0.068,0.3,-0.3,0,0.4,2020
10525,2020-Jabari Parker,PF,24,SAC,6,80,26.5,0.638,0.111,0.25,9.6,23.1,16.2,21.5,1.8,1.2,9.1,23.8,0.3,0.1,0.4,0.234,3.5,-0.9,2.6,0.1,2020
10526,2020-Chandler Parsons,PF,31,ATL,5,54,5.6,0.389,0.778,0,2,12.1,7,7.5,3.5,1.6,14.3,16.1,-0.1,0,-0.1,-0.065,-4.4,-1.6,-6,-0.1,2020
10527,2020-Eric Paschall,PF,23,GSW,60,1654,14.5,0.571,0.202,0.331,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2,-2.7,-0.3,2020
10528,2020-Anžejs Pasečņiks,C,24,WAS,27,437,11.3,0.551,0.026,0.5,10.1,16.9,13.4,5.7,1,2.4,14.5,15.8,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,2020
10529,2020-Patrick Patterson,PF,30,LAC,59,776,11.5,0.58,0.738,0.185,4.8,15.1,10.1,7.2,0.4,0.3,7.7,14.7,1.1,0.8,1.9,0.118,0.8,-0.5,0.3,0.5,2020
10530,2020-Justin Patton,C,22,OKC,5,24,4.7,0.45,0.4,0,4.7,17.9,11.5,12.6,0,0,16.7,22,-0.1,0,0,-0.063,-6.8,-3.3,-10.1,0,2020
10531,2020-Chris Paul,PG,34,OKC,70,2208,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34,2.4,0.4,13.8,23.3,5.9,3,8.9,0.193,3,1.4,4.4,3.5,2020
10532,2020-Cameron Payne,SG,25,PHO,8,183,15.7,0.612,0.426,0.103,2.4,16.6,9.4,19.5,2.1,1,13.4,19.1,0.3,0.2,0.5,0.12,0.7,1,1.7,0.2,2020
10533,2020-Elfrid Payton,PG,25,NYK,45,1246,16,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0,0.6,2020
10534,2020-Gary Payton II,SF,27,WAS,29,432,11.3,0.473,0.397,0.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,0,0.4,0.5,0.051,-3.1,1.5,-1.6,0,2020
10535,2020-Norvel Pelle,C,26,PHI,24,232,10.5,0.526,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2,2020
10536,2020-Theo Pinson,SG,24,BRK,33,365,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1,0.4,-0.6,-0.078,-6.8,-0.2,-7,-0.5,2020
10537,2020-Mason Plumlee,C,29,DEN,61,1057,18.8,0.613,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18,2,1.4,3.4,0.153,0.3,1.7,2,1.1,2020
10538,2020-Jakob Poeltl,C,24,SAS,66,1171,19.1,0.612,0,0.323,12.1,22.5,17.3,13.6,1.5,7.1,15.1,13.2,2.4,1.6,4,0.163,0.5,2,2.5,1.3,2020
10539,2020-Vincent Poirier,C,26,BOS,22,130,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17,15.4,0.1,0.2,0.3,0.113,-4.8,1,-3.8,-0.1,2020
10540,2020-Shamorie Ponds,PG,21,TOR,4,11,33.1,0.765,0.4,0.4,0,9.4,4.8,32.4,0,8.9,0,22.8,0.1,0,0.1,0.45,8.4,5.3,13.7,0,2020
